,MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RISK_MM,Date,Location,WindGustDir,WindDir9am,WindDir3pm,RainToday,RainTomorrow
104262,-0.2056965128683508,-0.4251335567599711,-0.1641819733247829,-0.1281158880450196,0.08169124250747449,-0.14182921973999504,-0.07479628107254309,-0.6652421835266347,0.3450790225281799,0.3456720326347432,-0.20901027070978964,-0.25818480253762577,-0.25486402530655317,2012-08-14,Woomera,W,S,SSW,No,No
127482,-0.4557421286168949,-0.8407304141438273,0.1869814960936063,1.29381954184345,0.7903307443011001,-0.14182921973999504,-0.8080111034111285,-0.1282728361767286,0.30737100022453645,0.30577733818584274,-0.3175450912487411,-0.40247525718213584,-0.0927834253508386,2010-09-17,Hobart,W,W,WSW,Yes,Yes
39238,0.24150045375885304,-0.17577544232965744,1.1890821283363266,0.28205779365357736,0.6574608377147952,0.2961327139557175,0.5484363179152545,1.2439821626063647,0.3323984486561583,0.33863179243787833,0.05996732801717708,-0.20539561181402455,0.23137777456059058,2010-03-01,Williamtown,SSW,S,SE,Yes,Yes
97752,-0.06143942685957535,0.8678344439898035,-0.1641819733247829,-0.4289099212906574,-0.27262850838933833,-0.022385056004800712,0.3284718712136789,-0.6055789227099785,0.3400735328418555,0.335279297106038,0.06468623325800113,0.2415528696457991,-0.25486402530655317,2011-02-15,MountGambier,NNE,NE,NNE,No,No
3445,8.751065671765394,-0.1942464137689399,0.13559172008115908,-0.6476692181965759,-0.6712382281482527,-0.5399764321906428,0.9883652113184057,1.0053291193397398,0.34274312734122875,0.34600728216792737,0.026934991331409266,-0.1385293035641297,2.1763449740291656,2010-03-30,BadgerysCreek,SW,ESE,WSW,Yes,Yes
28405,-0.2441650691373576,-0.23118835664750506,-0.1641819733247829,0.11798832097413858,-0.1840485706651351,0.21650327146558795,-0.7713503622941992,-0.3967575098516817,0.3410746307791206,0.34433103450200714,-0.08631873444836614,-0.2018763324324512,-0.25486402530655317,2014-06-26,Richmond,W,NNW,WNW,No,No
47750,-0.36437930747800384,-0.9977336713777286,-0.1641819733247829,0.28205779365357736,0.7017508065768969,0.574835762671171,-0.07479628107254309,0.17004346790655256,0.3620976874616828,0.36779850182488943,-0.4638311537142844,-0.43766805099787,-0.25486402530655317,2017-06-07,Canberra,S,S,S,No,No
22021,0.25592616235973065,-0.07418509941360357,-0.1641819733247829,0.11798832097413858,0.3031410868179825,0.13687382897545838,-0.5513859155926236,0.14021183749822444,0.3247233644704607,0.3305858036414615,0.1354698118703608,-0.08925939222210184,-0.25486402530655317,2013-01-05,NorfolkIsland,SE,SE,SE,No,No
93310,0.5300146257764039,0.8216570153915972,-0.0956622719748533,-0.07342606381854001,0.5688808999905921,0.574835762671171,-0.47806443335876503,-0.09844120576840049,0.32238746928350953,0.31717582231409996,0.536576757340399,0.20987935521163842,-0.25486402530655317,2015-12-22,Townsville,ENE,E,ENE,Yes,No
81834,0.24150045375885304,0.48917952948451243,3.14189361680932,-0.483599745517137,-0.4054984149756431,-0.14182921973999504,0.5117755767983252,0.46835977198983375,0.3187167768468716,0.3104708316504192,0.1826588642786006,0.07614673871184864,8.937421429324688,2008-11-19,Brisbane,NE,SW,ENE,Yes,Yes
32515,-0.09509941359495634,-0.2866012709653524,-0.1641819733247829,0.00860867252117938,0.08169124250747449,0.05724438648532884,-0.8080111034111285,-0.724905444343291,0.3367365397176393,0.3389670419710625,-0.19485355498731768,-0.1772413767614372,-0.25486402530655317,2016-08-11,Sydney,W,W,WSW,No,No
18244,11.008421925050865,20.1987322202789,-0.1556170106560417,0.5281620026727356,0.1702711802316777,-0.14182921973999504,6.308246088952808,-0.21776772740171296,0.30837209816180117,0.2977313493894259,10.569493622136713,-0.2968968757349334,-0.25486402530655317,2010-08-11,NorahHead,WNW,NW,WNW,No,No
34075,-0.3355278902762487,-0.2773657852457113,-0.1641819733247829,-0.2921853607244584,-0.006888695216728708,0.13687382897545838,-0.33142146889104795,-0.6950738139349628,0.368437974397694,0.3610935111612091,-0.3741719541386289,-0.15612570047199678,-0.18540091103981834,2012-06-25,SydneyAirport,WNW,NW,W,No,No
133116,-0.46535926768414665,-0.6837271569099261,-0.1641819733247829,-0.2921853607244584,0.08169124250747449,-0.14182921973999504,-0.5880466567095528,-0.5459156618933222,0.35275410671387747,0.3503655260993197,-0.41192319606522065,-0.32857039016909406,-0.25486402530655317,2009-07-15,AliceSprings,SSW,SSW,SSW,No,No
65980,0.20303189748984624,0.03664072922209135,-0.1556170106560417,-0.04608115170530022,0.3031410868179825,0.37576215644584704,-0.14811776330640164,-0.06860957536007237,0.3340669452182664,0.34064328963698265,0.026934991331409266,-0.08222083345895503,-0.25486402530655317,2009-02-21,Melbourne,SSE,S,S,No,No
116036,-0.3211021816753712,0.43376661516666515,-0.1641819733247829,-0.18280571227149922,0.4803009622663889,-0.30108810472025416,-0.6247073978264821,-1.2022115308765409,0.35008451221450426,0.34399578496882305,-0.058005303003422375,0.10430097376443598,-0.25486402530655317,2012-09-30,PerthAirport,ENE,ENE,NE,No,No
50764,-0.8019591350379559,-0.9238497856205986,-0.1641819733247829,-0.346875184950938,-0.4054984149756431,-0.30108810472025416,1.0983474346691935,-0.486252401076666,0.3487497149648178,0.3359497961724062,-0.8507813834618506,-0.41303309532685606,-0.25486402530655317,2017-06-23,Tuggeranong,NW,SW,NW,No,No
54447,-0.013353731523316861,0.37835370084881753,7.991089981094965,-0.6476692181965759,-0.4054984149756431,-0.3807175472103837,1.025025952435335,-0.24759935781004108,0.3057025036624283,0.3121470793163394,-0.010816250595182594,0.04095394489611449,-0.25486402530655317,2011-01-15,Ballarat,SW,SE,WSW,No,No
75155,-0.07586513546045293,-0.5082529282367425,-0.1641819733247829,-0.1281158880450196,0.2145611490937793,-0.46034698970051324,0.43845409456446666,1.0053291193397398,0.319384175471715,0.3178463213804682,-0.19013464974649372,-0.310973993261227,0.3471496316718153,2015-11-04,Portland,E,E,NE,No,Yes
78753,-0.14799367846484066,-0.32354321384391754,-0.1299221226498181,-0.1281158880450196,-0.27262850838933833,0.13687382897545838,1.025025952435335,-0.06860957536007237,0.33473434384310946,0.34265478683608697,-0.2514804178772054,-0.2335498468666119,-0.23170965388430823,2009-03-07,Dartmoor,SSW,WNW,SSW,No,No
3035,0.2655433014269823,0.4614730723255886,-0.1641819733247829,-0.346875184950938,-0.3612084461135415,-0.2214586622301246,-0.33142146889104795,-0.45642077066833786,0.3420757287163853,0.34164903823653464,0.13075090662953676,0.10782025314600932,-0.25486402530655317,2009-01-25,BadgerysCreek,SSW,E,NE,No,No
75426,-0.2393564996037318,-0.9607917284991636,0.0670720187312295,-0.18280571227149922,0.08169124250747449,-0.2214586622301246,0.07184668339517399,0.5578546632148181,0.3547563025884069,0.36243450929394516,-0.35529633317533293,-0.4341487716162965,-0.18540091103981834,2016-08-02,Portland,S,SSW,SSW,Yes,No
110759,-0.03258800965782027,0.5815343866809249,-0.1641819733247829,-0.04608115170530022,0.08169124250747449,-0.022385056004800712,-0.4047429511249065,-0.45642077066833786,0.3447453232157582,0.3379612933715105,0.04581061229470528,0.1254166500538764,-0.25486402530655317,2014-03-12,Witchcliffe,SSE,SE,SSE,No,No
65237,0.14532906308633609,-0.1942464137689399,-0.0956622719748533,-0.04608115170530022,0.3917210245421857,0.2961327139557175,-0.33142146889104795,0.0507169462732401,0.3377376376549044,0.34634253170111146,-0.020254061076830518,-0.18779921490615747,-0.25486402530655317,2016-02-04,MelbourneAirport,S,S,S,Yes,No
119088,-0.08067370499407876,0.2675278722131226,-0.1641819733247829,-0.346875184950938,-0.006888695216728708,-0.3807175472103837,-0.5880466567095528,-0.5757472923016503,0.3400735328418555,0.3329325503737499,0.00805937036811342,0.04799250365926129,-0.25486402530655317,2012-05-12,Perth,NE,ENE,NE,No,No
73192,-0.17203652613296988,0.2675278722131226,-0.1556170106560417,-0.07342606381854001,-0.1840485706651351,-0.022385056004800712,0.8417222468506886,-0.486252401076666,0.3891273317678341,0.38489622801727585,-0.2373237021547335,-0.0012774076827664668,-0.25486402530655317,2010-03-13,Portland,ESE,NNE,E,No,No
38254,0.04434910288019329,0.7939505582326737,-0.1641819733247829,-0.4015650091774176,-0.3612084461135415,-0.3807175472103837,-0.36808221000797725,-0.9038952267932596,0.32739295896983395,0.32186931577867645,0.20625339048272048,0.23803359026422563,-0.23170965388430823,2015-11-10,WaggaWagga,ENE,NE,WSW,No,No
112506,-0.35476216841075214,-0.5636658425545898,0.1098968320749355,-0.346875184950938,0.2145611490937793,-0.5399764321906428,-0.33142146889104795,-0.6055789227099785,0.37177496752191025,0.367128002758522,-0.30338837552626924,-0.2722619200639195,-0.25486402530655317,2010-09-13,PearceRAAF,SE,SE,SSE,Yes,No
129694,0.025114824745689875,0.10128912925958003,-0.1641819733247829,0.00860867252117938,0.3917210245421857,0.2961327139557175,-0.6980288800603407,0.14021183749822444,0.30703730091211473,0.30912983351768314,0.03165389657223331,-0.14556786232727653,-0.25486402530655317,2017-01-09,Hobart,NNW,NNW,SE,No,No
111809,0.03954053334656745,1.0340731869433464,-0.1641819733247829,-0.2374955364979788,-0.09546863294093191,-0.14182921973999504,-1.174618514580421,-0.6055789227099785,0.3257244624077258,0.324551312044149,0.4280419368014474,0.14653232634331692,-0.25486402530655317,2017-02-19,Witchcliffe,W,NNE,WNW,No,No
20124,0.30882042722961506,0.32294078653096986,-0.1641819733247829,-0.4015650091774176,0.08169124250747449,-0.022385056004800712,0.43845409456446666,0.17004346790655256,0.30670360159969307,0.31147658024997116,0.17322105379695266,0.05503106242240809,-0.25486402530655317,2016-02-18,NorahHead,ENE,S,SSE,No,No
104758,0.02992339427931579,0.3506472436898937,-0.1641819733247829,-0.04608115170530022,0.5688808999905921,0.13687382897545838,-0.6247073978264821,-0.993390118018244,0.3530878060262988,0.34969502703295186,-0.08631873444836614,0.002241871698806873,-0.25486402530655317,2014-02-22,Woomera,SSE,SE,S,No,No
25836,-0.36918787701162964,-0.7021981283492086,-0.1641819733247829,-0.5929793939700962,-0.4054984149756431,-0.6594205959258371,-0.7713503622941992,-0.42658914026000977,-3.010237227570127,-3.018861805169975,-0.38832866986110076,-0.32857039016909406,-0.25486402530655317,2015-07-03,Penrith,SSW,S,N,No,No
21980,0.1309033544854586,-0.3789561281617649,0.6323595548681488,0.473472178446256,0.7017508065768969,0.2961327139557175,0.6950792823829716,1.2141505321980366,0.30069701397610393,0.30912983351768314,-0.010816250595182594,-0.26170408191919925,-0.25486402530655317,2012-10-25,NorfolkIsland,SE,SSE,SSE,Yes,No
117214,0.3184375662968667,0.7015957010362612,-0.1641819733247829,0.8289560359183734,0.6574608377147952,0.41557687769091184,-0.9179933267619163,-0.7845687051599471,0.32972885415678505,0.3225398148450447,0.29119368481755215,0.1958022376853447,-0.25486402530655317,2016-02-19,PerthAirport,E,ESE,ESE,No,No
11013,0.19341475842259456,0.4522375866059476,-0.1384870853185593,-0.4015650091774176,-0.5826582904240495,0.05724438648532884,0.03518594227824472,0.25953835913153694,-2.974774091550047,-2.9832339229615985,0.2723180638542561,0.09726241500128904,-0.25486402530655317,2015-02-08,CoffsHarbour,NE,NNE,ENE,No,No
65806,-0.008545161989691031,-0.44360452819925356,-0.1470520479873005,0.7195763874654142,0.1702711802316777,1.0127976963668834,-0.07479628107254309,0.4385281415815056,0.2986948181015741,0.3061125877190269,-0.1806968392648457,-0.4482258891425902,-0.1622465396175734,2008-08-31,Melbourne,WNW,NNW,W,No,No
139044,0.5973345992471659,0.8863054154290863,0.1441566827499003,-0.18280571227149922,0.1702711802316777,-0.022385056004800712,0.25515038897982034,0.020885315864911984,0.31437868578539063,0.31013558211723513,0.5271389468587511,0.27674566346153323,-0.25486402530655317,2017-04-17,Darwin,ENE,ENE,NE,Yes,No
96373,-0.22973936053648003,-0.17577544232965744,-0.1556170106560417,-0.4015650091774176,-0.27262850838933833,-0.30108810472025416,-0.9179933267619163,-0.3967575098516817,0.3464138197778663,0.3486892784333995,-0.09575654493001406,-0.19483777366930427,-0.25486402530655317,2015-11-27,Adelaide,SSW,WSW,SW,No,No
12613,0.27516044049423394,0.9417183297469338,-0.10422723464359451,-0.4015650091774176,-0.1840485706651351,-0.46034698970051324,0.03518594227824472,-0.3967575098516817,0.3030329091630551,0.29974284658852984,0.28647477957672807,0.23099503150107883,-0.25486402530655317,2011-01-04,Moree,E,E,ENE,Yes,No
86067,0.49635463904102306,0.6184763295594902,-0.1641819733247829,-0.346875184950938,-0.27262850838933833,-0.2214586622301246,0.3284718712136789,0.4086965111731775,0.32071897272140143,0.31851682044683605,0.3666961686707357,0.14653232634331692,-0.25486402530655317,2012-04-27,Cairns,SSW,S,E,No,No
42664,0.1357119240190844,0.30446981509168747,-0.1384870853185593,1.2391297176169704,2.0304498724399447,1.3313154663274016,-0.8080111034111285,-0.6055789227099785,0.30036331466368227,0.3004133456548981,0.16378324331530475,-0.004796687064339932,0.37030400309406025,2012-08-23,Wollongong,NW,NW,NNW,No,Yes
43091,0.17898904982171698,-0.2681302995260699,0.1013318694061943,-0.04608115170530022,0.4803009622663889,-0.14182921973999504,0.18182890674596178,0.4385281415815056,0.3394061342170125,0.34533678310155913,0.04581061229470528,-0.16668353861671706,-0.25486402530655317,2013-12-24,Wollongong,S,S,SSE,Yes,No
50279,0.1309033544854586,0.6369473009987725,-0.1641819733247829,-0.4015650091774176,-0.4940783526998463,-0.06219977724986549,0.03518594227824472,-0.8442319659766034,0.3120427905984391,0.3121470793163394,0.08828075946212102,0.17820584077747761,-0.25486402530655317,2016-02-19,Tuggeranong,W,NW,W,No,No
115589,-0.14799367846484066,-0.9792626999384461,0.1698515707561239,-0.04608115170530022,0.4803009622663889,0.13687382897545838,0.7317400234999009,1.035160749748068,0.34975081290208254,0.34600728216792737,-0.35529633317533293,-0.44118733037944335,0.16191466029385576,2011-07-11,PerthAirport,ENE,ENE,ENE,Yes,Yes
44579,-0.325910751208997,-0.6006077854331551,-0.1641819733247829,-0.5382895697436166,0.08169124250747449,-0.46034698970051324,0.2918111300967496,-0.09844120576840049,0.3681042750852719,0.36511650555941727,-0.4072042908243967,-0.3039354344980802,-0.25486402530655317,2008-06-16,Canberra,SSW,SSW,ESE,No,No
134352,0.3136289967632408,0.6277118152791312,-0.07853234663737091,-0.346875184950938,0.1702711802316777,-0.06219977724986549,0.3651326123306081,-0.3072626186266973,0.3113753919735957,0.3094650830508673,0.14962652759283276,0.17468656139590427,-0.25486402530655317,2013-03-01,AliceSprings,ESE,ESE,SE,Yes,No
75634,0.08281765914920011,0.9324828440272924,-0.1641819733247829,-0.483599745517137,-0.1840485706651351,-0.3807175472103837,-0.5880466567095528,-0.8144003355682753,0.34274312734122875,0.34600728216792737,0.17793995903777654,0.2697071046983863,-0.25486402530655317,2017-02-28,Portland,N,N,SSW,No,No
44808,0.12128621541820685,1.3665506728504315,-0.1641819733247829,-0.4015650091774176,-0.5826582904240495,-0.5399764321906428,-0.2580999866571894,-1.0828850092432283,0.33106365140647187,0.3248865615773327,0.20153448524189643,0.4139975593428964,-0.25486402530655317,2009-01-31,Canberra,E,NE,N,No,No
133926,0.03954053334656745,0.6277118152791312,-0.1641819733247829,-0.18280571227149922,-0.1840485706651351,-0.30108810472025416,-0.6613681389434114,-1.0232217484265722,0.32438966515803935,0.31617007371454803,0.10243747518459298,0.1852443995406244,-0.18540091103981834,2011-11-02,AliceSprings,S,SE,ESE,No,No
33871,0.07320052008194836,-0.38819161388140627,-0.1641819733247829,0.5281620026727356,0.6574608377147952,0.8933535326316892,0.25515038897982034,0.46835977198983375,0.3250570637828824,0.33326779990693367,0.04581061229470528,-0.27578119944549284,0.022988431760386098,2011-12-04,SydneyAirport,SSE,S,S,No,Yes
45638,-0.5134449630204051,-0.8407304141438273,-0.1641819733247829,0.11798832097413858,0.3917210245421857,-0.022385056004800712,-0.22143924554026018,-0.21776772740171296,0.36376618402379096,0.3657870046257855,-0.36473414365698087,-0.4517451685241636,-0.25486402530655317,2011-06-14,Canberra,SSE,SSE,SE,No,No
61057,-0.22973936053648003,-0.9146142999009574,0.21267638409982995,0.22736796942709778,0.6574608377147952,0.4952063201810414,0.21848964786289107,0.25953835913153694,0.3170482802847635,0.32421606251096485,-0.3600152384161569,-0.4517451685241636,-0.11593779677308354,2012-09-13,Sale,WSW,W,W,Yes,Yes
57085,-0.06143942685957535,0.045876214941732406,-0.1641819733247829,0.00860867252117938,0.3917210245421857,0.05724438648532884,-0.5513859155926236,-0.6652421835266347,0.3387387355921691,0.34265478683608697,-0.10991326065248604,-0.06462443655108796,-0.25486402530655317,2009-12-19,Bendigo,SSW,SSW,SSW,No,No
94223,0.0635833810146967,-0.3327786995635586,-0.1641819733247829,-0.07342606381854001,-0.27262850838933833,-0.06219977724986549,-1.2479399968142797,-0.3967575098516817,0.3057025036624283,0.30410109051992257,-0.14294559733825393,-0.21243417057717134,0.1156059174493659,2009-07-21,Adelaide,NW,NNE,NNW,No,Yes
38476,-0.09990798312858216,-0.7668465283866974,0.5295800028432542,-0.07342606381854001,-0.4054984149756431,-0.022385056004800712,0.8417222468506886,0.9158342281147555,0.274668467607217,0.27761637739838363,-0.2939505650446212,-0.38839813965584213,-0.2085552824620633,2016-06-20,WaggaWagga,W,S,W,Yes,No
48732,-0.8115762741052077,-0.8037884712652624,-0.1641819733247829,-0.1281158880450196,-0.4940783526998463,-0.022385056004800712,0.10850742451210325,-0.21776772740171296,0.35809329571262316,0.3517065242320558,-0.567647069012412,-0.39895597780056236,-0.25486402530655317,2011-09-13,Tuggeranong,NW,WNW,NNW,No,No
18522,-0.22012222146922839,-0.71143361406885,-0.1470520479873005,-0.18280571227149922,-0.1840485706651351,-0.3807175472103837,-0.4414036922418358,-0.3072626186266973,0.31304388853570386,0.3188520699800202,-0.32226399648956505,-0.33208966955066754,-0.25486402530655317,2011-06-22,NorahHead,WNW,WNW,WNW,No,No
92796,0.18379761935534292,0.285998843652405,-0.1641819733247829,-0.346875184950938,0.08169124250747449,0.05724438648532884,-0.14811776330640164,0.28936998953986504,0.3547563025884069,0.3503655260993197,0.22984791668684038,-0.004796687064339932,-0.25486402530655317,2014-07-26,Townsville,ESE,SE,ENE,No,No
96663,-0.20088794333472496,-0.896143328461675,0.1013318694061943,-0.2921853607244584,-0.4054984149756431,-0.14182921973999504,0.21848964786289107,1.2439821626063647,0.33006255346920677,0.3201930681127563,-0.336420712212037,-0.5326885943003522,1.551176945628552,2016-09-13,Adelaide,SW,N,WSW,Yes,Yes
18954,-0.09509941359495634,-0.2773657852457113,-0.1641819733247829,-0.04608115170530022,-0.1840485706651351,0.2961327139557175,0.07184668339517399,0.6175179240314743,0.33640284040521756,0.32086356717912445,-0.08631873444836614,-0.2335498468666119,-0.25486402530655317,2012-08-29,NorahHead,N,N,NNE,No,No
42657,-0.11914226126308558,-0.4990174425171012,-0.1641819733247829,-0.5929793939700962,-0.27262850838933833,-0.2214586622301246,-1.0646362912296334,-0.2774309882183692,0.3240559658456177,0.3168405727809159,-0.13350778685660594,-0.2863390375902131,-0.25486402530655317,2012-08-16,Wollongong,W,WSW,N,No,No
25679,0.32805470536411835,-0.2496593280867875,-0.1641819733247829,-0.5929793939700962,-0.1840485706651351,-0.3807175472103837,-0.03813553995561382,0.7666760760731149,-2.9761088887997333,-2.9845749210943344,0.11659419090706495,-0.18779921490615747,0.4860758602052849,2015-01-26,Penrith,SSE,SSW,S,No,Yes
126242,0.005880546611186549,-0.535959385395666,-0.0870973093061121,-0.2921853607244584,-0.09546863294093191,-0.06219977724986549,-0.47806443335876503,-0.03877794495174425,0.3627650860865262,0.37282724482265,-0.16182121830154986,-0.3004161551165067,-0.25486402530655317,2016-04-05,Walpole,S,S,SSE,Yes,No
99562,0.05877481148107087,-0.3050722424046348,-0.044272495962406115,-0.5382895697436166,-0.09546863294093191,-0.30108810472025416,0.9517044702014764,0.19987509831488068,0.33440064453068813,0.33326779990693367,-0.10047545017083812,-0.18779921490615747,0.6481564601609995,2016-04-28,MountGambier,W,NW,NNW,Yes,Yes
51498,-0.18165366520022155,-0.8776723570223923,-0.1641819733247829,-0.04608115170530022,0.08169124250747449,-0.5399764321906428,0.6584185412660423,1.3633086842396773,-2.966522617642894,-2.974944116322866,-0.33170180697121304,-0.4798994035767509,1.1575526314503881,2011-03-09,MountGinini,W,W,NW,No,Yes
35211,0.05877481148107087,0.7293021581951851,-0.1641819733247829,-0.346875184950938,0.08169124250747449,-0.06219977724986549,-0.5880466567095528,-0.6354105531183066,0.3774478558330772,0.3634402578934971,0.17793995903777654,0.17116728201433082,-0.25486402530655317,2015-10-03,SydneyAirport,NE,NW,ENE,No,No
84054,0.37614040070037685,0.47070855804523,-0.1470520479873005,-0.7297039545362952,-0.5826582904240495,-0.5399764321906428,0.5117755767983252,0.28936998953986504,0.3250570637828824,0.3151643251149957,0.2581613481317843,0.11485881190915612,-0.04647468250634871,2015-04-04,Brisbane,ENE,WSW,NE,No,Yes
87209,8.538687184030255,0.2582923864934812,-0.1641819733247829,-0.18280571227149922,0.08169124250747449,0.41557687769091184,-0.8446718445280578,-0.42658914026000977,0.35008451221450426,0.3466777812342952,0.17322105379695266,0.02335754798824741,-0.25486402530655317,2015-08-14,Cairns,SSE,S,ESE,No,No
3504,-0.40284786374701065,-0.535959385395666,-0.1641819733247829,-0.6476692181965759,-0.3612084461135415,-0.46034698970051324,1.0616866935522642,0.08054857668156822,0.3550900019008286,0.345001533568375,-0.43551772226934055,-0.3039354344980802,-0.25486402530655317,2010-06-08,BadgerysCreek,ENE,WSW,NE,No,No
87515,0.44826894370476456,0.4522375866059476,-0.1641819733247829,-0.2921853607244584,0.2145611490937793,0.13687382897545838,0.3651326123306081,0.3192016199481931,0.32839405690709866,0.3285743064423572,0.3006314952992,0.06910817994870183,0.23137777456059058,2016-06-25,Cairns,SE,SSE,SE,No,Yes
101039,0.0972433677500776,1.2372538727754534,-0.1641819733247829,0.06329849674765899,-0.27262850838933833,-0.5399764321906428,-1.9078333369190066,-1.4110329437348377,0.3260581617201475,0.324551312044149,0.5318578520995749,0.38232404490873567,-0.25486402530655317,2011-12-31,Nuriootpa,ENE,ENE,SE,No,No
27911,0.2799690100278599,1.0433086726629877,-0.1641819733247829,-0.2921853607244584,-0.1840485706651351,-0.46034698970051324,0.1451681656290325,-0.486252401076666,0.346080120465445,0.3413137887033509,0.25344244289096024,0.30489989851412047,-0.25486402530655317,2013-01-06,Richmond,E,SSW,E,No,No
125155,-0.05182228779232368,-0.3697206424421238,-0.1641819733247829,-0.5929793939700962,-0.09546863294093191,-0.3807175472103837,0.18182890674596178,0.7666760760731149,0.3397398335294338,0.3292448055087254,-0.0910376396891902,-0.23003056748503842,0.18506903171610067,2013-03-14,Walpole,ENE,ENE,E,No,Yes
71424,-0.4605506981505208,-0.7391400712277736,-0.1556170106560417,0.11798832097413858,0.3917210245421857,0.05724438648532884,-0.22143924554026018,-0.24759935781004108,0.35175300877661236,0.3617640102275769,-0.4449555327509886,-0.4059945365637092,-0.25486402530655317,2013-10-24,Nhil,SW,SW,SW,No,No
45371,-0.7490648701680717,-1.016204642817011,-0.1470520479873005,-0.483599745517137,-0.09546863294093191,-0.5399764321906428,-0.14811776330640164,-0.33709424903502544,0.3514193094641907,0.3490245279665836,-0.6431495528655956,-0.44118733037944335,-0.25486402530655317,2010-08-17,Canberra,NW,N,N,No,No
21210,0.01068911614481238,-0.29583675668499376,-0.1384870853185593,0.06329849674765899,-0.1840485706651351,0.21650327146558795,-0.03813553995561382,0.5876862936231462,0.3303962527816285,0.32991530457509327,-0.02969187155847844,-0.18779921490615747,0.18506903171610067,2010-08-16,NorfolkIsland,NW,NW,NW,No,Yes
123998,-0.2537822082046093,-0.526723899676025,-0.11279219731233572,-0.6476692181965759,-0.4054984149756431,-0.30108810472025416,0.5484363179152545,0.17004346790655256,0.3474149177151314,0.3466777812342952,-0.28451275456297326,-0.26522336130077256,-0.25486402530655317,2009-05-25,Walpole,E,NE,ENE,Yes,No
115265,-0.3114850426081195,-0.3327786995635586,-0.1641819733247829,-0.4015650091774176,0.08169124250747449,-0.3807175472103837,-0.4047429511249065,-0.5757472923016503,0.3774478558330772,0.3738329934222027,-0.32226399648956505,-0.18427993552458413,-0.25486402530655317,2010-07-22,PerthAirport,ENE,ENE,ENE,No,No
